year,region,crop,district,area_ha,production_ton,yield_kgha,source
1995,Акмолинская область,Масличные (группа),Аккольский,600.0,,,stat_gov_kz_real_group
1996,Акмолинская область,Масличные (группа),Аккольский,500.0,,,stat_gov_kz_real_group
2003,Акмолинская область,Масличные (группа),Аккольский,320.0,,,stat_gov_kz_real_group
2004,Акмолинская область,Масличные (группа),Аккольский,1500.0,147.0,100.0,stat_gov_kz_real_group
2005,Акмолинская область,Масличные (группа),Аккольский,1500.0,722.0,480.0,stat_gov_kz_real_group
2006,Акмолинская область,Масличные (группа),Аккольский,1400.0,273.0,200.0,stat_gov_kz_real_group
2007,Акмолинская область,Масличные (группа),Аккольский,500.0,85.5,170.0,stat_gov_kz_real_group
2008,Акмолинская область,Масличные (группа),Аккольский,800.0,96.0,,stat_gov_kz_real_group
2009,Акмолинская область,Масличные (группа),Аккольский,1410.0,295.0,210.0,stat_gov_kz_real_group
2010,Акмолинская область,Масличные (группа),Аккольский,4407.0,581.5,140.0,stat_gov_kz_real_group
2011,Акмолинская область,Масличные (группа),Аккольский,5180.0,1468.3000000000002,283.46,stat_gov_kz_real_group
2012,Акмолинская область,Масличные (группа),Аккольский,7380.0,634.0,118.02,stat_gov_kz_real_group
2013,Акмолинская область,Масличные (группа),Аккольский,5903.0,733.2,547.16,stat_gov_kz_real_group
2014,Акмолинская область,Масличные (группа),Аккольский,9259.0,1979.0,213.74,stat_gov_kz_real_group
2015,Акмолинская область,Масличные (группа),Аккольский,9265.0,3424.0,369.56,stat_gov_kz_real_group
2016,Акмолинская область,Масличные (группа),Аккольский,2500.0,1033.75,413.5,stat_gov_kz_real_group
2017,Акмолинская область,Масличные (группа),Аккольский,5592.0,2146.2000000000003,383.8,stat_gov_kz_real_group
2018,Акмолинская область,Масличные (группа),Аккольский,5625.0,1352.1000000000001,240.0,stat_gov_kz_real_group
2019,Акмолинская область,Масличные (группа),Аккольский,1971.0,254.8,330.0,stat_gov_kz_real_group
2020,Акмолинская область,Масличные (группа),Аккольский,4503.0,2404.08,530.0,stat_gov_kz_real_group
2021,Акмолинская область,Масличные (группа),Аккольский,6397.0,2435.7000000000003,472.68,stat_gov_kz_real_group
2022,Акмолинская область,Масличные (группа),Аккольский,7714.0,3118.92,430.0,stat_gov_kz_real_group
2023,Акмолинская область,Масличные (группа),Аккольский,4903.0,1539.69,390.0,stat_gov_kz_real_group
2024,Акмолинская область,Масличные (группа),Аккольский,6548.0,6514.3,1490.0,stat_gov_kz_real_group
2025,Акмолинская область,Масличные (группа),Аккольский,12178.0,13723.870000000003,1130.0,stat_gov_kz_real_group
2004,Акмолинская область,Подсолнечник,Аккольский,,147.0,100.0,stat_gov_kz_real
2005,Акмолинская область,Подсолнечник,Аккольский,,722.0,480.0,stat_gov_kz_real
2006,Акмолинская область,Подсолнечник,Аккольский,,153.0,170.0,stat_gov_kz_real
2007,Акмолинская область,Подсолнечник,Аккольский,,85.5,170.0,stat_gov_kz_real
2008,Акмолинская область,Подсолнечник,Аккольский,,96.0,120.0,stat_gov_kz_real
2009,Акмолинская область,Подсолнечник,Аккольский,,295.0,210.0,stat_gov_kz_real
2010,Акмолинская область,Подсолнечник,Аккольский,,440.8,130.0,stat_gov_kz_real
2011,Акмолинская область,Подсолнечник,Аккольский,,1468.3000000000002,280.0,stat_gov_kz_real
2012,Акмолинская область,Подсолнечник,Аккольский,,634.0,120.0,stat_gov_kz_real
2013,Акмолинская область,Подсолнечник,Аккольский,,733.2,550.0,stat_gov_kz_real
2014,Акмолинская область,Подсолнечник,Аккольский,,365.8,90.0,stat_gov_kz_real
2015,Акмолинская область,Подсолнечник,Аккольский,,19.0,9.5,stat_gov_kz_real
2016,Акмолинская область,Подсолнечник,Аккольский,,205.0,409.99999999999994,stat_gov_kz_real
2017,Акмолинская область,Подсолнечник,Аккольский,,674.0,420.0,stat_gov_kz_real
2019,Акмолинская область,Подсолнечник,Аккольский,,252.0,400.0,stat_gov_kz_real
2020,Акмолинская область,Подсолнечник,Аккольский,,512.0,500.0,stat_gov_kz_real
2021,Акмолинская область,Подсолнечник,Аккольский,,97.5,100.0,stat_gov_kz_real
2022,Акмолинская область,Подсолнечник,Аккольский,,26.3,850.0,stat_gov_kz_real
2023,Акмолинская область,Подсолнечник,Аккольский,,994.3100000000001,660.0,stat_gov_kz_real
2024,Акмолинская область,Подсолнечник,Аккольский,,5489.0,1750.0,stat_gov_kz_real
2025,Акмолинская область,Подсолнечник,Аккольский,,6322.200000000001,1190.0,stat_gov_kz_real
1991,Акмолинская область,Пшеница,Аккольский,,62100.0,,stat_gov_kz_real
1992,Акмолинская область,Пшеница,Аккольский,,207400.0,,stat_gov_kz_real
1993,Акмолинская область,Пшеница,Аккольский,,113400.0,,stat_gov_kz_real
1994,Акмолинская область,Пшеница,Аккольский,,64400.00000000001,,stat_gov_kz_real
1995,Акмолинская область,Пшеница,Аккольский,,76400.0,,stat_gov_kz_real
1996,Акмолинская область,Пшеница,Аккольский,,72700.0,,stat_gov_kz_real
1997,Акмолинская область,Пшеница,Аккольский,,53400.0,459.99999999999994,stat_gov_kz_real
1998,Акмолинская область,Пшеница,Аккольский,,26400.0,360.0,stat_gov_kz_real
1999,Акмолинская область,Пшеница,Аккольский,78.5,106300.0,1470.0,stat_gov_kz_real
2000,Акмолинская область,Пшеница,Аккольский,86.9,76900.0,890.0,stat_gov_kz_real
2001,Акмолинская область,Пшеница,Аккольский,86.8,101980.0,1170.0,stat_gov_kz_real
2002,Акмолинская область,Пшеница,Аккольский,116.5,96900.0,830.0000000000001,stat_gov_kz_real
2003,Акмолинская область,Пшеница,Аккольский,116.7,93300.0,800.0,stat_gov_kz_real
2004,Акмолинская область,Пшеница,Аккольский,112000.0,54534.600000000006,490.00000000000006,stat_gov_kz_real
2005,Акмолинская область,Пшеница,Аккольский,112538.0,75389.3,700.0,stat_gov_kz_real
2006,Акмолинская область,Пшеница,Аккольский,100339.0,94488.40000000001,950.0,stat_gov_kz_real
2007,Акмолинская область,Пшеница,Аккольский,105929.0,95623.40000000001,900.0,stat_gov_kz_real
2008,Акмолинская область,Пшеница,Аккольский,123463.0,42389.3,400.0,stat_gov_kz_real
2009,Акмолинская область,Пшеница,Аккольский,125296.0,160281.16000000003,1270.0,stat_gov_kz_real
2010,Акмолинская область,Пшеница,Аккольский,124065.0,68191.6,580.0,stat_gov_kz_real
2011,Акмолинская область,Пшеница,Аккольский,108207.0,136068.0,1260.0,stat_gov_kz_real
2012,Акмолинская область,Пшеница,Аккольский,114876.0,64208.100000000006,580.0,stat_gov_kz_real
2013,Акмолинская область,Пшеница,Аккольский,105960.7,93752.70000000001,880.0000000000001,stat_gov_kz_real
2014,Акмолинская область,Пшеница,Аккольский,101106.35,84320.97700000001,830.0000000000001,stat_gov_kz_real
2015,Акмолинская область,Пшеница,Аккольский,89914.0,91259.68800000001,1050.0,stat_gov_kz_real
2016,Акмолинская область,Пшеница,Аккольский,103395.0,106763.3,1030.0,stat_gov_kz_real
2017,Акмолинская область,Пшеница,Аккольский,106210.0,98359.6,930.0000000000001,stat_gov_kz_real
2018,Акмолинская область,Пшеница,Аккольский,104623.5,109098.11000000002,1040.0,stat_gov_kz_real
2019,Акмолинская область,Пшеница,Аккольский,109014.7,106327.6,980.0000000000001,stat_gov_kz_real
2020,Акмолинская область,Пшеница,Аккольский,106861.0,127815.0,1200.0,stat_gov_kz_real
2021,Акмолинская область,Пшеница,Аккольский,117665.0,107764.90000000001,917.2700000000001,stat_gov_kz_real
2022,Акмолинская область,Пшеница,Аккольский,138977.2,150121.2,1080.1299999999999,stat_gov_kz_real
2023,Акмолинская область,Пшеница,Аккольский,144359.5,66163.09000000001,530.0,stat_gov_kz_real
2024,Акмолинская область,Пшеница,Аккольский,135000.4,184990.55000000002,1430.0,stat_gov_kz_real
2025,Акмолинская область,Пшеница,Аккольский,133984.13,208166.5,1550.0,stat_gov_kz_real
1991,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,208000.0,133300.0,710.0,stat_gov_kz_real_group
1992,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,204000.0,322700.0,1870.0,stat_gov_kz_real_group
1993,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,198700.0,216200.0,1220.0,stat_gov_kz_real_group
1994,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,180700.0,123100.0,680.0,stat_gov_kz_real_group
1995,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,172500.0,141300.0,819.9999999999999,stat_gov_kz_real_group
1996,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,175200.0,176600.0,1120.0,stat_gov_kz_real_group
1997,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,167400.0,102000.0,650.0,stat_gov_kz_real_group
1998,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,146800.0,63500.0,459.99999999999994,stat_gov_kz_real_group
1999,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,139584.0,159400.0,1140.0,stat_gov_kz_real_group
2000,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,165055.0,137000.0,830.0000000000001,stat_gov_kz_real_group
2001,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,180000.0,179000.0,990.0,stat_gov_kz_real_group
2002,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,180500.0,158100.0,880.0000000000001,stat_gov_kz_real_group
2003,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,162000.0,102600.0,630.0,stat_gov_kz_real_group
2004,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,145829.0,115076.70000000001,790.0,stat_gov_kz_real_group
2005,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,150114.0,88233.20000000001,640.0,stat_gov_kz_real_group
2006,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,140432.0,129495.6,919.9999999999999,stat_gov_kz_real_group
2007,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,146749.0,187426.40000000002,1280.0,stat_gov_kz_real_group
2008,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,162859.0,131810.4,810.0,stat_gov_kz_real_group
2009,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,180917.0,213525.5,1180.0,stat_gov_kz_real_group
2010,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,179400.0,138385.80000000002,819.9999999999999,stat_gov_kz_real_group
2011,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,158489.0,182299.69,1260.0,stat_gov_kz_real_group
2012,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,162036.0,105318.40000000001,740.0,stat_gov_kz_real_group
2013,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,165676.82,192962.7,1190.0,stat_gov_kz_real_group
2014,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,164071.21,178627.94700000001,1110.0,stat_gov_kz_real_group
2015,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,165708.0,168205.2,1067.52,stat_gov_kz_real_group
2016,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,173125.0,169616.80000000002,979.74,stat_gov_kz_real_group
2017,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,173554.2,133478.94,778.18,stat_gov_kz_real_group
2018,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,171117.9,181562.96000000002,1090.0,stat_gov_kz_real_group
2019,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,175421.0,128381.8,730.0,stat_gov_kz_real_group
2020,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,176677.0,228916.90000000002,1310.0,stat_gov_kz_real_group
2021,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,191114.2,173805.2,915.85,stat_gov_kz_real_group
2022,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,194289.5,173158.2,892.74,stat_gov_kz_real_group
2023,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,209119.3,103453.70000000001,540.0,stat_gov_kz_real_group
2024,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,204994.2,269530.3,1320.0,stat_gov_kz_real_group
2025,Акмолинская область,Зерновые и бобовые (группа),Аршалынский,199646.25,262302.72000000003,1330.0,stat_gov_kz_real_group
1991,Акмолинская область,Масличные (группа),Аршалынский,1000.0,133.4,140.0,stat_gov_kz_real_group
1992,Акмолинская область,Масличные (группа),Аршалынский,1900.0,295.0,180.0,stat_gov_kz_real_group
1993,Акмолинская область,Масличные (группа),Аршалынский,1400.0,209.70000000000002,160.0,stat_gov_kz_real_group
1994,Акмолинская область,Масличные (группа),Аршалынский,1600.0,953.3000000000001,600.0,stat_gov_kz_real_group
1995,Акмолинская область,Масличные (группа),Аршалынский,1600.0,331.20000000000005,210.0,stat_gov_kz_real_group
1996,Акмолинская область,Масличные (группа),Аршалынский,1500.0,425.90000000000003,,stat_gov_kz_real_group
1997,Акмолинская область,Масличные (группа),Аршалынский,800.0,112.7,,stat_gov_kz_real_group
1998,Акмолинская область,Масличные (группа),Аршалынский,900.0,70.9,,stat_gov_kz_real_group
1999,Акмолинская область,Масличные (группа),Аршалынский,800.0,274.2,350.0,stat_gov_kz_real_group
2000,Акмолинская область,Масличные (группа),Аршалынский,400.0,61.6,150.0,stat_gov_kz_real_group
2001,Акмолинская область,Масличные (группа),Аршалынский,440.0,62.5,140.0,stat_gov_kz_real_group
2002,Акмолинская область,Масличные (группа),Аршалынский,440.0,42.0,100.0,stat_gov_kz_real_group
2003,Акмолинская область,Масличные (группа),Аршалынский,1100.0,73.5,70.0,stat_gov_kz_real_group
2004,Акмолинская область,Масличные (группа),Аршалынский,300.0,28.0,90.0,stat_gov_kz_real_group
2005,Акмолинская область,Масличные (группа),Аршалынский,80.0,3.4000000000000004,40.0,stat_gov_kz_real_group
2008,Акмолинская область,Масличные (группа),Аршалынский,504.0,5.6000000000000005,,stat_gov_kz_real_group
2009,Акмолинская область,Масличные (группа),Аршалынский,700.0,60.400000000000006,300.0,stat_gov_kz_real_group
2010,Акмолинская область,Масличные (группа),Аршалынский,3196.0,688.3000000000001,220.00000000000003,stat_gov_kz_real_group
2011,Акмолинская область,Масличные (группа),Аршалынский,6071.0,4138.5,681.68,stat_gov_kz_real_group
2012,Акмолинская область,Масличные (группа),Аршалынский,9661.0,1114.1000000000001,145.42,stat_gov_kz_real_group
2013,Акмолинская область,Масличные (группа),Аршалынский,8841.0,3442.7000000000003,512.99,stat_gov_kz_real_group
2014,Акмолинская область,Масличные (группа),Аршалынский,11845.0,4524.7,409.22,stat_gov_kz_real_group
2015,Акмолинская область,Масличные (группа),Аршалынский,9239.0,3423.8,399.6,stat_gov_kz_real_group
2016,Акмолинская область,Масличные (группа),Аршалынский,9115.0,4863.3,533.55,stat_gov_kz_real_group
2017,Акмолинская область,Масличные (группа),Аршалынский,4392.0,1992.7,453.71,stat_gov_kz_real_group
2018,Акмолинская область,Масличные (группа),Аршалынский,4388.0,1611.0,440.00000000000006,stat_gov_kz_real_group
2019,Акмолинская область,Масличные (группа),Аршалынский,3290.0,1508.5,459.99999999999994,stat_gov_kz_real_group
2020,Акмолинская область,Масличные (группа),Аршалынский,4752.0,3161.4,670.0,stat_gov_kz_real_group
2021,Акмолинская область,Масличные (группа),Аршалынский,6586.0,2537.6000000000004,385.3,stat_gov_kz_real_group
2022,Акмолинская область,Масличные (группа),Аршалынский,12784.0,5479.8,430.0,stat_gov_kz_real_group
2023,Акмолинская область,Масличные (группа),Аршалынский,6013.0,1497.7,270.0,stat_gov_kz_real_group
2024,Акмолинская область,Масличные (группа),Аршалынский,4853.0,4013.0,990.0,stat_gov_kz_real_group
2025,Акмолинская область,Масличные (группа),Аршалынский,18489.0,16507.38,890.0,stat_gov_kz_real_group
1991,Акмолинская область,Подсолнечник,Аршалынский,,93.0,140.0,stat_gov_kz_real
1992,Акмолинская область,Подсолнечник,Аршалынский,,175.0,130.0,stat_gov_kz_real
1993,Акмолинская область,Подсолнечник,Аршалынский,,183.60000000000002,170.0,stat_gov_kz_real
1994,Акмолинская область,Подсолнечник,Аршалынский,,670.8000000000001,480.0,stat_gov_kz_real
1995,Акмолинская область,Подсолнечник,Аршалынский,,140.6,240.0,stat_gov_kz_real
1996,Акмолинская область,Подсолнечник,Аршалынский,,425.90000000000003,290.0,stat_gov_kz_real
1997,Акмолинская область,Подсолнечник,Аршалынский,,112.7,140.0,stat_gov_kz_real
1998,Акмолинская область,Подсолнечник,Аршалынский,,50.900000000000006,80.0,stat_gov_kz_real
1999,Акмолинская область,Подсолнечник,Аршалынский,,196.20000000000002,310.0,stat_gov_kz_real
2000,Акмолинская область,Подсолнечник,Аршалынский,,46.0,160.0,stat_gov_kz_real
2001,Акмолинская область,Подсолнечник,Аршалынский,,49.5,130.0,stat_gov_kz_real
2002,Акмолинская область,Подсолнечник,Аршалынский,,22.0,60.0,stat_gov_kz_real
2003,Акмолинская область,Подсолнечник,Аршалынский,,63.5,60.0,stat_gov_kz_real
2004,Акмолинская область,Подсолнечник,Аршалынский,,28.0,90.0,stat_gov_kz_real
2005,Акмолинская область,Подсолнечник,Аршалынский,,3.4000000000000004,40.0,stat_gov_kz_real
2010,Акмолинская область,Подсолнечник,Аршалынский,,209.0,229.99999999999997,stat_gov_kz_real
2011,Акмолинская область,Подсолнечник,Аршалынский,,1186.0,1050.0,stat_gov_kz_real
2012,Акмолинская область,Подсолнечник,Аршалынский,,630.0,140.0,stat_gov_kz_real
2013,Акмолинская область,Подсолнечник,Аршалынский,,1036.0,250.0,stat_gov_kz_real
2014,Акмолинская область,Подсолнечник,Аршалынский,,610.0,200.0,stat_gov_kz_real
2015,Акмолинская область,Подсолнечник,Аршалынский,,864.5,632.87,stat_gov_kz_real
2016,Акмолинская область,Подсолнечник,Аршалынский,,2403.0,530.0,stat_gov_kz_real
2017,Акмолинская область,Подсолнечник,Аршалынский,,841.5,520.0,stat_gov_kz_real
2018,Акмолинская область,Подсолнечник,Аршалынский,,144.70000000000002,240.0,stat_gov_kz_real
2021,Акмолинская область,Подсолнечник,Аршалынский,,9.5,950.0,stat_gov_kz_real
2023,Акмолинская область,Подсолнечник,Аршалынский,,7198.94,,stat_gov_kz_real
2024,Акмолинская область,Подсолнечник,Аршалынский,,183.10000000000002,1830.0,stat_gov_kz_real
2025,Акмолинская область,Подсолнечник,Аршалынский,,1846.1000000000001,940.0,stat_gov_kz_real
1991,Акмолинская область,Пшеница,Аршалынский,,82600.0,830.0000000000001,stat_gov_kz_real
1992,Акмолинская область,Пшеница,Аршалынский,,189300.0,1720.0,stat_gov_kz_real
1993,Акмолинская область,Пшеница,Аршалынский,,110900.0,1120.0,stat_gov_kz_real
1994,Акмолинская область,Пшеница,Аршалынский,,78100.0,650.0,stat_gov_kz_real
1995,Акмолинская область,Пшеница,Аршалынский,,104100.0,790.0,stat_gov_kz_real
1996,Акмолинская область,Пшеница,Аршалынский,,125000.0,969.9999999999999,stat_gov_kz_real
1997,Акмолинская область,Пшеница,Аршалынский,,80400.0,650.0,stat_gov_kz_real
1998,Акмолинская область,Пшеница,Аршалынский,,54700.0,480.0,stat_gov_kz_real
1999,Акмолинская область,Пшеница,Аршалынский,120.8,132500.0,1100.0,stat_gov_kz_real
2000,Акмолинская область,Пшеница,Аршалынский,134.4,109200.0,810.0,stat_gov_kz_real
2001,Акмолинская область,Пшеница,Аршалынский,250.0,130080.00000000001,940.0,stat_gov_kz_real
2002,Акмолинская область,Пшеница,Аршалынский,150.8,128300.00000000001,850.0,stat_gov_kz_real
2003,Акмолинская область,Пшеница,Аршалынский,111.2,73400.0,660.0,stat_gov_kz_real
2004,Акмолинская область,Пшеница,Аршалынский,117452.0,98295.70000000001,840.0,stat_gov_kz_real
2005,Акмолинская область,Пшеница,Аршалынский,130480.0,74912.40000000001,630.0,stat_gov_kz_real
2006,Акмолинская область,Пшеница,Аршалынский,118529.0,107804.6,910.0,stat_gov_kz_real
2007,Акмолинская область,Пшеница,Аршалынский,125061.0,150318.30000000002,1200.0,stat_gov_kz_real
2008,Акмолинская область,Пшеница,Аршалынский,138203.0,106224.5,770.0,stat_gov_kz_real
2009,Акмолинская область,Пшеница,Аршалынский,151732.0,171674.69,1130.0,stat_gov_kz_real
2010,Акмолинская область,Пшеница,Аршалынский,151700.0,110911.1,790.0,stat_gov_kz_real
2011,Акмолинская область,Пшеница,Аршалынский,132733.0,153342.46000000002,1260.0,stat_gov_kz_real
2012,Акмолинская область,Пшеница,Аршалынский,135100.0,90867.20000000001,740.0,stat_gov_kz_real
2013,Акмолинская область,Пшеница,Аршалынский,138177.0,152250.0,1130.0,stat_gov_kz_real
2014,Акмолинская область,Пшеница,Аршалынский,136408.2,146884.052,1090.0,stat_gov_kz_real
2015,Акмолинская область,Пшеница,Аршалынский,139434.0,143359.5,1080.0,stat_gov_kz_real
2016,Акмолинская область,Пшеница,Аршалынский,147246.0,137075.6,930.0000000000001,stat_gov_kz_real
2017,Акмолинская область,Пшеница,Аршалынский,144410.2,111021.94,770.0,stat_gov_kz_real
2018,Акмолинская область,Пшеница,Аршалынский,142811.9,147021.26,1060.0,stat_gov_kz_real
2019,Акмолинская область,Пшеница,Аршалынский,129658.0,95463.90000000001,740.0,stat_gov_kz_real
2020,Акмолинская область,Пшеница,Аршалынский,135487.0,175564.40000000002,1300.0,stat_gov_kz_real
2021,Акмолинская область,Пшеница,Аршалынский,156580.0,144993.6,929.3100000000001,stat_gov_kz_real
2022,Акмолинская область,Пшеница,Аршалынский,161501.5,146855.80000000002,910.49,stat_gov_kz_real
2023,Акмолинская область,Пшеница,Аршалынский,176389.3,88516.3,540.0,stat_gov_kz_real
2024,Акмолинская область,Пшеница,Аршалынский,167869.6,219927.5,1310.0,stat_gov_kz_real
2025,Акмолинская область,Пшеница,Аршалынский,168623.25,223013.44,1340.0,stat_gov_kz_real
1991,Акмолинская область,Зерновые и бобовые (группа),Астраханский,317900.0,180400.0,630.0,stat_gov_kz_real_group
1992,Акмолинская область,Зерновые и бобовые (группа),Астраханский,318800.0,459100.0,1610.0000000000002,stat_gov_kz_real_group
1993,Акмолинская область,Зерновые и бобовые (группа),Астраханский,306500.0,272000.0,1000.0,stat_gov_kz_real_group
1994,Акмолинская область,Зерновые и бобовые (группа),Астраханский,273800.0,152300.0,560.0,stat_gov_kz_real_group
1995,Акмолинская область,Зерновые и бобовые (группа),Астраханский,251200.0,139000.0,550.0,stat_gov_kz_real_group
1996,Акмолинская область,Зерновые и бобовые (группа),Астраханский,225500.0,132200.0,650.0,stat_gov_kz_real_group
1997,Акмолинская область,Зерновые и бобовые (группа),Астраханский,237700.0,110800.0,509.99999999999994,stat_gov_kz_real_group
1998,Акмолинская область,Зерновые и бобовые (группа),Астраханский,210000.0,67300.0,360.0,stat_gov_kz_real_group
1999,Акмолинская область,Зерновые и бобовые (группа),Астраханский,200100.0,274200.0,1370.0,stat_gov_kz_real_group
2000,Акмолинская область,Зерновые и бобовые (группа),Астраханский,250140.0,191400.0,770.0,stat_gov_kz_real_group
2001,Акмолинская область,Зерновые и бобовые (группа),Астраханский,275000.0,294000.0,1070.0,stat_gov_kz_real_group
2002,Акмолинская область,Зерновые и бобовые (группа),Астраханский,310000.0,262100.00000000003,850.0,stat_gov_kz_real_group
2003,Акмолинская область,Зерновые и бобовые (группа),Астраханский,313400.0,261700.0,840.0,stat_gov_kz_real_group
2004,Акмолинская область,Зерновые и бобовые (группа),Астраханский,276000.0,190920.7,700.0,stat_gov_kz_real_group
2005,Акмолинская область,Зерновые и бобовые (группа),Астраханский,277096.0,226669.40000000002,830.0000000000001,stat_gov_kz_real_group
2006,Акмолинская область,Зерновые и бобовые (группа),Астраханский,296117.0,187547.30000000002,640.0,stat_gov_kz_real_group
2007,Акмолинская область,Зерновые и бобовые (группа),Астраханский,313057.0,250423.6,819.9999999999999,stat_gov_kz_real_group
2008,Акмолинская область,Зерновые и бобовые (группа),Астраханский,326494.0,190080.7,590.0,stat_gov_kz_real_group
2009,Акмолинская область,Зерновые и бобовые (группа),Астраханский,346579.0,330428.9,950.0,stat_gov_kz_real_group
2010,Акмолинская область,Зерновые и бобовые (группа),Астраханский,329348.0,122731.0,380.0,stat_gov_kz_real_group
2011,Акмолинская область,Зерновые и бобовые (группа),Астраханский,321747.1,407580.2,1270.0,stat_gov_kz_real_group
2012,Акмолинская область,Зерновые и бобовые (группа),Астраханский,321345.0,199665.7,640.0,stat_gov_kz_real_group
2013,Акмолинская область,Зерновые и бобовые (группа),Астраханский,331670.27,328068.30000000005,990.0,stat_gov_kz_real_group
2014,Акмолинская область,Зерновые и бобовые (группа),Астраханский,316669.52,352930.358,1110.0,stat_gov_kz_real_group
2015,Акмолинская область,Зерновые и бобовые (группа),Астраханский,322449.0,322991.4,1063.19,stat_gov_kz_real_group
2016,Акмолинская область,Зерновые и бобовые (группа),Астраханский,328246.4,388171.48,1182.56,stat_gov_kz_real_group
2017,Акмолинская область,Зерновые и бобовые (группа),Астраханский,326403.2,343919.25,1054.3100000000002,stat_gov_kz_real_group
2018,Акмолинская область,Зерновые и бобовые (группа),Астраханский,341800.2,416333.65,1220.0,stat_gov_kz_real_group
2019,Акмолинская область,Зерновые и бобовые (группа),Астраханский,357584.3,322333.42000000004,900.0,stat_gov_kz_real_group
2020,Акмолинская область,Зерновые и бобовые (группа),Астраханский,363875.3,424169.0900000001,1170.0,stat_gov_kz_real_group
2021,Акмолинская область,Зерновые и бобовые (группа),Астраханский,360672.66,367964.683,1024.56,stat_gov_kz_real_group
2022,Акмолинская область,Зерновые и бобовые (группа),Астраханский,350401.9,342915.93,978.6400000000001,stat_gov_kz_real_group
2023,Акмолинская область,Зерновые и бобовые (группа),Астраханский,377805.4,249331.09,660.0,stat_gov_kz_real_group
2024,Акмолинская область,Зерновые и бобовые (группа),Астраханский,355475.47,452762.75,1290.0,stat_gov_kz_real_group
2025,Акмолинская область,Зерновые и бобовые (группа),Астраханский,368543.5,539564.3,1470.0,stat_gov_kz_real_group
1991,Акмолинская область,Масличные (группа),Астраханский,1500.0,162.8,110.00000000000001,stat_gov_kz_real_group
1992,Акмолинская область,Масличные (группа),Астраханский,3100.0,496.5,170.0,stat_gov_kz_real_group
1993,Акмолинская область,Масличные (группа),Астраханский,1500.0,199.0,140.0,stat_gov_kz_real_group
1994,Акмолинская область,Масличные (группа),Астраханский,1600.0,252.60000000000002,160.0,stat_gov_kz_real_group
1995,Акмолинская область,Масличные (группа),Астраханский,800.0,130.6,150.0,stat_gov_kz_real_group
1996,Акмолинская область,Масличные (группа),Астраханский,1400.0,194.10000000000002,,stat_gov_kz_real_group
1997,Акмолинская область,Масличные (группа),Астраханский,400.0,3.0,,stat_gov_kz_real_group
2000,Акмолинская область,Масличные (группа),Астраханский,100.0,1.2000000000000002,10.0,stat_gov_kz_real_group
2001,Акмолинская область,Масличные (группа),Астраханский,110.0,13.5,120.0,stat_gov_kz_real_group
2002,Акмолинская область,Масличные (группа),Астраханский,100.0,3.5,40.0,stat_gov_kz_real_group
2003,Акмолинская область,Масличные (группа),Астраханский,1000.0,,,stat_gov_kz_real_group
2008,Акмолинская область,Масличные (группа),Астраханский,770.0,5.0,,stat_gov_kz_real_group
2009,Акмолинская область,Масличные (группа),Астраханский,100.0,16.0,160.0,stat_gov_kz_real_group
2010,Акмолинская область,Масличные (группа),Астраханский,7575.0,1654.0,220.00000000000003,stat_gov_kz_real_group
2011,Акмолинская область,Масличные (группа),Астраханский,12340.0,5463.6,442.76,stat_gov_kz_real_group
2012,Акмолинская область,Масличные (группа),Астраханский,12340.0,5160.6,448.63,stat_gov_kz_real_group
2013,Акмолинская область,Масличные (группа),Астраханский,12500.0,3573.0,417.36,stat_gov_kz_real_group
2014,Акмолинская область,Масличные (группа),Астраханский,11985.0,3716.3,462.23,stat_gov_kz_real_group
